,word,x,y
211,any,0.2710285484790802,-1.0247383117675781
212,hands,-0.7716561555862427,-0.45532169938087463
213,As,-0.055687811225652695,-0.6743767857551575
214,last,-0.03375045210123062,-0.6251477599143982
215,seemed,-0.35613715648651123,-0.5466576814651489
216,another,-0.20845766365528107,-0.5614112615585327
217,just,-0.279331773519516,-0.9087981581687927
218,Catelyn,0.18654491007328033,-0.8399705290794373
219,Robert,0.7439218759536743,-0.7547376751899719
220,ever,0.15742512047290802,-0.9463961124420166
221,Robb,0.3671533763408661,-0.836629331111908
222,This,0.40172216296195984,-0.8505787253379822
223,knight,0.6001773476600647,-0.24455855786800385
224,re,0.09550260752439499,-1.0454254150390625
225,tell,0.34627753496170044,-1.2313239574432373
226,done,0.2597482204437256,-1.1767510175704956
227,find,0.05759485065937042,-1.0345655679702759
228,many,0.07829178124666214,-0.504078209400177
229,hear,-0.1526584029197693,-0.985241174697876
230,Lannister,0.4430316984653473,-0.5594687461853027
231,gods,0.3615094721317291,-1.0426360368728638
232,upon,-0.3369193375110626,-0.21051976084709167
233,hard,-0.9477561116218567,-0.5476561188697815
234,those,-0.16788506507873535,-0.573273777961731
235,may,0.5088184475898743,-1.1475175619125366
236,wine,-0.3585720658302307,-0.671481728553772
237,horse,-0.5353967547416687,-0.3071485161781311
238,name,0.6882374286651611,-0.8097702860832214
239,castle,-0.04154185205698013,-0.2513769567012787
240,voice,-0.036346759647130966,-0.7209229469299316
241,put,-0.07277373969554901,-0.7360373139381409
242,gone,-0.2626628875732422,-0.722292423248291
243,Ned,0.13247638940811157,-1.0491325855255127
244,yet,-0.015005841851234436,-0.8529764413833618
245,Sam,-0.2917218506336212,-0.8685104250907898
246,seen,-0.14425280690193176,-0.5663477182388306
247,lady,0.5919100642204285,-1.003693699836731
248,keep,-0.36730310320854187,-0.8935394883155823
249,fire,-0.9504846334457397,-0.31205758452415466
250,years,0.7313545346260071,-0.20867496728897095
251,Wall,-0.056149907410144806,-0.3796197175979614
252,always,0.1245012879371643,-0.8061796426773071
253,place,0.04961772635579109,-0.6328367590904236
254,water,-1.2074854373931885,-0.2828546166419983
255,until,-0.4973151981830597,-0.6861374974250793
256,let,-0.21588869392871857,-1.077323079109192
257,Winterfell,0.6053594350814819,-0.44061151146888733
258,dark,-0.9956614971160889,-0.05275025963783264
259,between,-0.7892756462097168,-0.0948919802904129
260,don,0.09960975497961044,-1.1994407176971436
261,hundred,-0.008595945313572884,0.08842013031244278
262,stood,-0.4463045597076416,0.17501239478588104
263,cold,-0.9954665899276733,-0.4999852180480957
264,better,0.14009131491184235,-1.0795528888702393
265,sister,0.8552520871162415,-0.784003734588623
266,right,-0.4416421949863434,-0.5626034736633301
267,shall,0.7214068174362183,-0.9118816256523132
268,Joffrey,0.3714567720890045,-1.0220059156417847
269,words,0.06689939647912979,-0.9923191070556641
270,stone,-1.2486814260482788,0.3079339265823364
271,How,0.5491511821746826,-1.2388087511062622
272,One,-0.07690928876399994,-0.29673585295677185
273,walls,-0.7753186821937561,0.16395553946495056
274,same,-0.06671138107776642,-0.6448560357093811
275,cloak,-0.8158958554267883,0.005432916805148125
276,fingers,-1.089462399482727,-0.17165300250053406
277,mouth,-0.8537277579307556,-0.4967848062515259
278,Maester,0.21784886717796326,-0.7641248106956482
279,In,-0.06552370637655258,-0.2656785547733307
280,grey,-0.9666234254837036,0.5108851194381714
281,give,0.3187396824359894,-1.1904959678649902
282,sent,0.017670148983597755,-0.5185223817825317
283,door,-0.8605555891990662,-0.2945632040500641
284,beside,-0.5543767809867859,-0.14529725909233093
285,few,-0.2929823100566864,-0.47627848386764526
286,wanted,0.048055265098810196,-1.2558590173721313
287,arms,-0.09269070625305176,0.2236236333847046
288,nothing,-0.2928331792354584,-0.9879417419433594
289,daughter,1.7112475633621216,-0.012463648803532124
290,small,-0.37416279315948486,-0.07244047522544861
291,mother,0.6031605005264282,-0.5779575705528259
292,Even,0.002786563476547599,-0.6012058854103088
293,herself,-0.32261282205581665,-0.8383551836013794
294,almost,-0.6782827377319336,-0.5166614651679993
295,these,0.28225672245025635,-0.8389723300933838
296,children,0.6235844492912292,-0.25576862692832947
297,felt,-0.8732541799545288,-0.8413684368133545
298,lost,0.22147870063781738,-0.40579885244369507
299,while,-0.4430963695049286,-0.2486129254102707
300,true,0.5336668491363525,-1.0774775743484497
301,All,0.17992590367794037,-0.5645317435264587
302,Theon,0.06305010616779327,-0.8048312664031982
303,under,-0.7523857355117798,0.0391608364880085
304,sea,-0.21547827124595642,-0.02244492806494236
305,side,-0.6182687878608704,-0.14806009829044342
306,most,0.29146456718444824,-0.569813072681427
307,brought,0.0029069778975099325,-0.34067782759666443
308,big,-0.6244005560874939,-0.12041400372982025
309,died,0.6650883555412292,-0.19495736062526703
310,Not,0.42848777770996094,-0.9370228052139282
311,get,-0.3072379231452942,-1.118936538696289
312,such,0.3940682113170624,-0.9824782609939575
313,green,-0.8016223907470703,0.5736891627311707
314,die,0.3936949372291565,-1.1782984733581543
315,Why,0.5432922840118408,-1.3147457838058472
316,child,0.5067729949951172,-0.759922206401825
317,end,-0.2722960412502289,-0.5978191494941711
318,SER,2.3252956867218018,1.743883490562439
319,word,0.3734108805656433,-1.0973987579345703
320,along,-0.5979734063148499,0.19417673349380493
321,taken,0.5456982254981995,-0.40406274795532227
322,Brienne,-0.3123006224632263,-0.6748425960540771
323,House,1.1837549209594727,0.4275917112827301
324,far,-0.12966500222682953,-0.5192779302597046
325,Do,0.5316058397293091,-1.2722209692001343
326,fear,0.005555042997002602,-1.1918773651123047
327,high,-0.6051485538482666,0.175473153591156
328,Then,-0.22430838644504547,-0.8079167604446411
329,young,0.7489230632781982,-0.22819404304027557
330,does,0.473749041557312,-1.2746763229370117
331,leave,0.21077722311019897,-1.2634433507919312
332,ve,0.29328981041908264,-0.9533334970474243
333,mean,0.5056149959564209,-1.1969752311706543
334,sweet,-0.01828189752995968,-0.884209394454956
335,wife,1.3173726797103882,-0.30226701498031616
336,brothers,0.5963352918624878,-0.35772669315338135
337,Tywin,0.6464213132858276,-0.7912361025810242
338,each,-0.5089003443717957,-0.07298590242862701
339,city,0.006065346300601959,-0.34169191122055054
340,best,0.22671638429164886,-0.9889447689056396
341,Snow,0.05265214666724205,-0.8141518235206604
342,Davos,0.05416136980056763,-0.6749169230461121
343,rest,0.02589835599064827,-0.6442582607269287
344,For,0.3836003839969635,-0.8877491354942322
345,began,-0.6742118000984192,-0.20539981126785278
346,So,0.4095572233200073,-0.9535659551620483
347,soon,0.06509151309728622,-0.7701665759086609
348,very,0.1249120831489563,-0.7721136212348938
349,battle,0.2744936943054199,-0.5209531784057617
350,won,0.44166284799575806,-1.0122090578079224
351,help,0.208642840385437,-1.2645081281661987
352,sound,-0.8302781581878662,-0.4069036543369293
353,light,-1.0854769945144653,-0.3060651123523712
354,new,0.3059524595737457,-0.37884730100631714
355,tried,-0.19347582757472992,-0.8118107914924622
356,both,-0.05895267799496651,-0.4494383633136749
357,thing,-0.30347710847854614,-0.8434640765190125
358,killed,0.707085371017456,-0.6499977707862854
359,life,0.17454074323177338,-1.0487003326416016
360,arm,-0.7432646155357361,-0.347422331571579
361,days,0.23742341995239258,-0.48229047656059265
362,past,-0.471843421459198,0.04847099632024765
363,steel,-0.9964519143104553,-0.11746444553136826
364,sat,-0.4887050986289978,0.04559757187962532
365,moment,-0.3644523024559021,-0.9773731231689453
366,wind,-1.2409706115722656,-0.1258946806192398
367,why,0.48935166001319885,-1.41620671749115
368,Some,-0.05605229362845421,-0.5382546782493591
369,heart,-0.44676387310028076,-0.50124591588974
370,love,0.5777180790901184,-1.282565951347351
371,kill,0.2777568995952606,-1.3227143287658691
372,bed,-0.42317554354667664,-0.7319445610046387
373,lords,0.9111520648002625,-0.1234869435429573
374,smile,-0.13207203149795532,-0.9084537029266357
375,pale,-1.101772427558899,0.37064823508262634
376,cut,-0.5140901207923889,-0.47780150175094604
377,Old,0.5255873799324036,-0.06091800704598427
378,north,0.13946206867694855,-0.35251620411872864
379,knights,0.5760632157325745,0.003786865621805191
380,horses,-0.723849356174469,-0.25523021817207336
381,close,-0.38907337188720703,-0.5475393533706665
382,thousand,0.11292049288749695,-0.21868616342544556
383,dragon,-0.38056179881095886,-0.4493910074234009
384,silver,-0.6202272772789001,0.2309153527021408
385,Prince,1.1221013069152832,-0.3915519416332245
386,Is,0.4740527868270874,-1.055553913116455
387,going,-0.18127736449241638,-0.8979201316833496
388,laughed,0.26449307799339294,-0.7966018915176392
389,something,-0.45802804827690125,-1.0384092330932617
390,part,0.3183698058128357,-0.8590906858444214
391,air,-1.499710202217102,0.11997056007385254
392,rose,-0.5946393609046936,0.1770847588777542
393,snow,-1.2661088705062866,-0.0111863287165761
394,others,-0.06810988485813141,-0.3404805660247803
395,iron,-1.0432140827178955,0.26806876063346863
396,death,0.33530446887016296,-0.7599604725837708
397,sun,-0.8686941862106323,-0.11011055111885071
398,Landing,0.869062066078186,-0.391998827457428
399,fell,-0.7651514410972595,-0.04777954891324043
400,river,-0.6263223886489868,-0.09557284414768219
401,open,-0.8319856524467468,-0.3622691333293915
402,Watch,0.9285184741020203,-0.21807965636253357
403,bloody,-0.45617908239364624,-0.7527523040771484
404,Renly,0.5664066672325134,-0.698035717010498
405,full,-0.5497819781303406,-0.2563537359237671
406,sleep,-0.6290801763534546,-1.1740257740020752
407,feel,-0.8536310791969299,-0.9930325746536255
408,rode,-0.2937886714935303,0.06039411947131157
409,strong,0.042270950973033905,-0.5961342453956604
410,certain,0.3246956467628479,-0.951553225517273
411,throat,-0.7365573048591614,-0.6390097737312317
412,inside,-0.9935959577560425,-0.5081892013549805
413,legs,-1.2058607339859009,-0.26058658957481384
414,bring,0.35204631090164185,-0.9947900176048279
415,set,-0.35949429869651794,-0.22217753529548645
416,world,-0.4042491018772125,-0.7327792644500732
417,speak,0.3861776888370514,-1.294399380683899
418,fight,0.19155099987983704,-1.1027343273162842
419,got,-0.32934194803237915,-0.8304797410964966
420,thick,-1.1447970867156982,0.44664427638053894
421,blue,-0.8848152160644531,0.5413689613342285
422,Only,0.11560942232608795,-0.5225654244422913
423,sons,1.2989518642425537,-0.018609045073390007
424,pulled,-0.972080647945404,-0.16246624290943146
425,wolf,-0.6526871919631958,-0.7116091251373291
426,trees,-1.2718149423599243,0.2129388451576233
427,above,-0.9553312063217163,0.3443608283996582
428,war,0.6595882177352905,-0.5549125075340271
429,swords,0.16741712391376495,-0.12278272956609726
430,THE,2.1189982891082764,1.658431887626648
431,deep,-1.0490247011184692,0.2021561861038208
432,steps,-0.8724094033241272,-0.1251368224620819
433,fool,0.4654770791530609,-0.7208917737007141
434,without,0.05204319953918457,-0.917484700679779
435,free,-0.07101772725582123,-0.5878245234489441
436,Mormont,0.05292213708162308,-0.5006510615348816
437,Hand,1.0531607866287231,-0.5666631460189819
438,table,-0.5681648850440979,-0.06412732601165771
439,things,-0.27574312686920166,-1.0499579906463623
440,prince,0.35824888944625854,-0.6316381096839905
441,call,0.5449026823043823,-0.8504647612571716
442,captain,0.8774251937866211,0.2243357002735138
443,broken,-0.8564599752426147,0.1872963160276413
444,dragons,0.1817501336336136,-0.4345434010028839
445,heavy,-1.3388556241989136,0.3256179094314575
446,toward,-0.8945513367652893,0.012286275625228882
447,honor,0.8673533797264099,-0.8969659209251404
448,tall,-0.5339428186416626,0.5650610327720642
449,skin,-1.1227502822875977,-0.07928437739610672
450,brown,-1.2848502397537231,0.6529530882835388
451,smiled,0.09988822042942047,-0.9102510213851929
452,given,0.1984168291091919,-0.6517764925956726
453,moved,-0.7421389818191528,-0.3004230856895447
454,Yes,0.36953797936439514,-1.2914857864379883
455,Seven,0.7593671083450317,-0.44436904788017273
456,golden,-0.6570099592208862,0.460010290145874
457,uncle,1.1991552114486694,-0.41424137353897095
458,raised,-0.13317416608333588,-0.13517330586910248
459,Black,0.48444250226020813,0.26966384053230286
460,hall,-0.3959317207336426,-0.14876990020275116
461,women,0.09367746114730835,-0.3163395822048187
462,four,0.2487582117319107,0.20753847062587738
463,reached,-0.5771769881248474,-0.3705439269542694
464,maester,0.07720515131950378,-0.5742595791816711
465,hope,0.4087505638599396,-1.2968361377716064
466,dwarf,0.27128955721855164,-0.6865847110748291
467,together,-0.5173494219779968,-0.32176995277404785
468,remembered,-0.2610901892185211,-0.6752306818962097
469,soft,-1.1352999210357666,-0.03242572396993637
470,By,0.07730358093976974,-0.5196455121040344
471,meant,0.17260320484638214,-1.1498119831085205
472,alone,-0.11788997054100037,-0.8834279775619507
473,burned,-0.5993473529815674,-0.1536293774843216
474,cannot,0.5228908061981201,-1.2849469184875488
475,teeth,-1.1208810806274414,-0.26988163590431213
476,bastard,1.0724421739578247,-0.4215576648712158
477,To,0.3635621666908264,-0.6567510366439819
478,Who,0.7091055512428284,-0.9656614065170288
479,coming,-0.2273486703634262,-0.6582441926002502
480,At,0.270685076713562,-0.2994407117366791
481,ride,0.10456728935241699,-0.8089059591293335
482,next,-0.17117007076740265,-0.6665463447570801
483,ground,-1.3546916246414185,-0.06093056499958038
484,Or,0.4296922981739044,-0.9929470419883728
485,send,0.4529801309108734,-1.0059674978256226
486,Jorah,-0.01678873598575592,-0.7506148219108582
487,Perhaps,0.49363815784454346,-1.1464241743087769
488,command,0.8121312260627747,-0.6446051597595215
489,known,0.5544423460960388,-0.7387806177139282
490,doubt,0.5409947633743286,-1.0192880630493164
491,wore,-0.455105721950531,0.47229650616645813
492,hold,0.19872058928012848,-0.9073393940925598
493,cup,-0.3645504415035248,-0.7256557941436768
494,else,0.012893056496977806,-1.1639325618743896
495,wall,-1.1847689151763916,0.1843472421169281
496,ran,-0.9695545434951782,0.003296587150543928
497,Iron,0.8891488313674927,-0.09546878933906555
498,truth,0.3602791428565979,-1.252845287322998
499,room,-0.8142598867416382,-0.39096808433532715
500,morning,-0.5285281538963318,-0.4318113923072815
501,held,-0.08354969322681427,-0.11592431366443634
502,nor,0.030687550082802773,-0.6855348348617554
503,since,0.31158289313316345,-0.5739082098007202
504,closed,-0.7262434363365173,-0.42350250482559204
505,Let,0.18978780508041382,-1.0441488027572632
506,matter,0.2615489363670349,-1.2060456275939941
507,Hodor,-0.988060474395752,-0.5151548385620117
508,Riverrun,0.8371965289115906,-0.21146436035633087
509,Red,0.5918320417404175,0.2959696054458618
510,dozen,-0.38154688477516174,0.27784186601638794
511,beyond,0.04123413935303688,-0.2112995982170105
512,wed,1.5220484733581543,-0.6646881699562073
513,ask,0.6601616740226746,-1.4534162282943726
514,home,0.26136207580566406,-0.8885059952735901
515,Father,0.4566681981086731,-0.9976502060890198
516,Tommen,0.5975397229194641,-0.6359147429466248
517,sky,-1.1701524257659912,0.3630591332912445
518,lips,-0.7593310475349426,-0.6109210848808289
519,tongue,-0.1661103218793869,-0.8219413757324219
520,south,-0.012776000425219536,-0.21153220534324646
521,second,0.40626436471939087,0.32059118151664734
522,watched,-0.5819703936576843,-0.3079604208469391
523,talk,0.2186575084924698,-1.2047462463378906
524,ships,0.3802781105041504,-0.14984840154647827
525,leather,-1.2176544666290283,0.6234368085861206
526,turn,-0.27026495337486267,-0.8114429712295532
527,Varys,0.32240182161331177,-0.9639807343482971
528,times,0.15980789065361023,-0.6696051359176636
529,fat,-0.007854553870856762,-0.0037439921870827675
530,remember,0.08858231455087662,-1.2048397064208984
531,shoulder,-1.0867289304733276,-0.0386696457862854
532,Bolton,0.624333918094635,-0.5755431056022644
533,people,0.2773909270763397,-0.7386474609375
534,caught,-0.7818925380706787,-0.3253501355648041
535,food,-0.22966404259204865,-0.870998203754425
536,near,-0.16110798716545105,-0.07497438043355942
537,blade,-0.7078285217285156,-0.20552049577236176
538,Yet,-0.1061621680855751,-0.9441715478897095
539,please,0.44223323464393616,-1.1653521060943604
540,Frey,0.7277417778968811,-0.30419033765792847
541,warm,-1.035752773284912,-0.5721251368522644
542,Tell,0.6984239220619202,-1.1687763929367065
543,least,0.2623118460178375,-0.9761252999305725
544,wondered,0.09521979093551636,-1.0596234798431396
545,Tyrell,0.8075245022773743,-0.361680805683136
546,opened,-0.7434865236282349,-0.33979862928390503
547,believe,0.5082401633262634,-1.333010196685791
548,which,0.03443041071295738,-0.588520348072052
549,Men,0.3041594922542572,0.022466842085123062
550,ten,0.40062326192855835,-0.0037415218539536
551,hot,-1.119002342224121,-0.2486129105091095
552,safe,0.3181667625904083,-1.2027455568313599
553,Night,0.7944981455802917,-0.25359031558036804
554,Did,0.37183117866516113,-1.0547070503234863
555,armor,-0.7479114532470703,-0.06596508622169495
556,Barristan,0.2310836911201477,-0.891307532787323
557,kept,-0.26997116208076477,-0.5547325015068054
558,answer,0.12719346582889557,-1.3537657260894775
559,wish,0.5730122327804565,-1.3986945152282715
560,below,-0.9586034417152405,-0.015983683988451958
561,ser,0.5666473507881165,-1.1852413415908813
562,guards,0.3010936975479126,-0.19713547825813293
563,used,-0.08561492711305618,-0.6309162378311157
564,Walder,0.8882912993431091,-0.16743502020835876
565,smell,-0.963502824306488,-0.5644587278366089
566,Now,-0.03409438952803612,-1.0754221677780151
567,return,0.5751294493675232,-1.0840264558792114
568,foot,-0.6425532698631287,0.03213142976164818
569,Where,0.22573712468147278,-0.8606078028678894
570,floor,-1.3706918954849243,0.23685495555400848
571,Oh,0.39046576619148254,-1.1371961832046509
572,followed,-0.3844960331916809,-0.04032876715064049
573,bear,-0.21549244225025177,-0.6831141114234924
574,being,0.31890833377838135,-0.609696090221405
575,wood,-1.3901973962783813,0.00014135328819975257
576,Mother,0.4941779375076294,-0.5654472708702087
577,empty,-0.7385632991790771,-0.3433266878128052
578,less,0.25389671325683594,-0.8174853324890137
579,neck,-1.2211521863937378,-0.2599804103374481
580,mine,0.3613087236881256,-1.0698463916778564
581,cloaks,-0.44540148973464966,0.11609602719545364
582,On,-0.11308971792459488,-0.019361993297934532
